lead_time,arrival_date_week_number,stays_in_weekend_nights,stays_in_week_nights,adults,children,meal,country,market_segment,distribution_channel,previous_cancellations,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status_date,full_date,arrival_date,is_canceled
34,16,1,2,2,0,1,59,5,2,0,3,4,0,0,156,2,60.0,0,0,17,42,9,0
15,16,1,2,1,0,1,59,6,2,0,0,4,0,0,241,2,60.96,0,1,17,42,9,0
24,16,1,4,2,0,1,127,6,2,0,4,4,0,0,314,2,66.2,0,2,17,42,9,0
53,16,1,2,2,0,1,15,6,2,0,3,4,0,0,241,2,59.4,1,1,17,42,9,0
2,17,1,0,1,0,1,135,5,2,0,0,0,0,0,6,2,39.0,0,0,17,43,9,0
91,16,2,5,2,0,2,59,5,2,0,0,0,0,0,115,2,64.8,0,1,17,42,9,0
12,16,1,5,2,0,1,103,6,2,0,0,0,0,0,240,2,65.33,1,1,17,42,9,0
88,16,2,5,2,0,2,76,5,2,0,0,0,0,0,171,2,66.23,0,0,17,42,9,0
9,16,2,2,2,0,1,59,6,2,0,4,4,0,0,241,2,62.18,0,1,17,42,9,0
1,17,1,0,2,0,1,135,6,2,0,3,3,0,0,240,3,80.0,0,1,17,43,9,0
0,17,1,0,1,0,1,135,6,2,0,0,0,0,0,314,2,52.0,1,0,17,43,9,0
0,17,1,0,1,0,1,135,5,2,0,0,3,0,0,146,2,40.0,0,0,17,43,9,0
1,17,1,0,2,0,1,31,6,2,0,3,3,0,0,240,3,80.0,0,1,17,43,9,0
1,17,1,0,1,0,1,31,6,2,0,3,3,0,0,240,3,80.0,0,1,17,43,9,0
46,17,2,0,2,0,1,59,6,2,0,3,3,0,0,240,2,73.0,0,0,17,43,9,0
82,16,2,4,2,0,2,59,3,1,0,0,0,0,0,250,2,79.3,0,0,17,42,9,0
8,16,2,3,2,0,1,76,6,2,0,0,0,0,0,240,2,65.0,0,0,17,42,9,0
0,17,1,0,1,0,1,135,6,2,0,0,3,0,0,339,2,52.0,0,0,17,43,9,0
18,16,2,4,2,0,2,59,5,2,0,0,0,0,0,6,2,64.8,0,0,17,42,9,0
3,17,2,0,1,0,1,59,1,1,0,5,5,1,0,0,2,0.0,0,0,17,43,9,0
0,17,1,0,1,0,1,59,3,1,0,0,3,0,0,0,2,65.0,0,0,17,43,9,0
4,17,1,0,2,0,1,135,3,1,0,3,3,0,0,0,2,65.0,0,0,17,43,9,0
1,19,0,1,1,0,1,135,3,1,0,0,0,0,0,0,2,63.0,0,0,18,45,10,0
0,48,0,1,1,0,1,135,3,1,0,0,3,0,0,0,2,44.0,0,1,24,74,16,0
0,52,0,1,1,0,1,135,3,1,0,0,3,0,0,0,2,30.0,0,0,25,78,17,0
1,2,0,1,1,0,1,135,2,3,0,0,3,0,0,0,2,35.0,0,0,26,81,18,0
0,6,0,1,1,0,1,135,3,3,0,0,3,0,0,0,2,43.0,0,1,27,85,19,0
4,9,1,0,2,0,1,135,3,3,0,0,3,0,0,0,2,54.0,0,1,27,88,19,0
86,16,2,5,2,0,2,56,6,2,0,0,0,0,0,240,2,94.0,1,1,17,42,9,0
7,17,1,1,1,0,2,43,4,2,0,0,0,0,0,298,3,54.5,0,0,17,43,9,0
31,17,1,1,2,0,1,59,4,3,0,4,4,0,0,0,2,91.0,0,0,17,43,9,0
0,17,0,2,2,0,1,59,3,3,0,4,4,0,0,0,2,91.0,1,0,17,43,9,0
0,17,1,1,1,0,1,43,3,1,0,5,5,0,0,0,2,65.0,0,0,17,43,9,0
31,17,1,1,2,0,1,56,4,3,0,4,4,0,0,0,2,91.0,1,0,17,43,9,0
31,17,1,1,2,0,1,135,4,3,0,3,3,0,0,0,3,75.0,0,0,17,43,9,0
31,17,1,1,2,0,1,59,4,3,0,4,4,0,0,0,2,85.0,1,0,17,43,9,0
31,17,1,1,2,0,1,59,4,3,0,3,3,0,0,0,3,75.0,0,0,17,43,9,0
31,17,1,1,2,0,1,11,4,3,0,4,4,0,0,0,3,85.0,0,0,17,43,9,0
31,17,1,1,2,0,1,59,4,3,0,3,3,0,0,0,2,75.0,0,0,17,43,9,0
185,17,1,1,1,0,2,135,4,2,0,0,0,1,0,298,3,54.5,0,0,17,43,9,0
32,17,0,1,1,0,1,135,2,3,0,0,4,0,0,0,3,50.0,0,0,17,43,9,0
32,17,0,1,1,0,1,135,2,3,0,0,5,0,0,0,3,50.0,0,0,17,43,9,0
32,17,0,1,1,0,1,135,2,3,0,0,4,0,0,0,3,50.0,0,0,17,43,9,0
32,17,0,1,1,0,1,135,2,3,0,0,4,0,0,0,3,50.0,0,0,17,43,9,0
32,17,0,1,2,0,1,135,2,3,0,0,6,0,0,0,3,59.0,0,1,17,43,9,0
32,17,0,1,1,0,1,135,2,3,0,0,4,0,0,0,3,50.0,0,0,17,43,9,0
32,17,0,1,1,0,1,135,2,3,0,0,4,0,0,0,3,50.0,0,0,17,43,9,0
32,17,0,1,2,0,1,135,2,3,0,0,6,0,0,0,3,59.0,0,1,17,43,9,0
32,17,0,1,2,0,1,135,2,3,0,0,6,0,0,0,3,59.0,0,1,17,43,9,0
32,17,0,1,1,0,1,135,2,3,0,0,4,0,0,0,3,50.0,0,0,17,43,9,0
32,17,0,1,2,0,1,135,2,3,0,0,5,0,0,0,3,59.0,0,1,17,43,9,0
32,17,0,1,2,0,1,135,2,3,0,0,6,0,0,0,3,59.0,0,1,17,43,9,0
1,17,0,1,2,0,1,34,5,2,0,4,4,0,0,171,2,70.0,0,0,17,43,9,0
32,17,0,1,2,0,1,135,2,3,0,0,5,0,0,0,2,59.0,0,1,17,43,9,0
31,17,1,1,1,0,1,43,4,3,0,3,3,1,0,0,2,75.0,0,0,17,43,9,0
31,17,1,1,2,0,1,59,4,3,0,3,3,0,0,0,3,81.0,1,0,17,43,9,0
0,17,0,1,2,0,1,76,6,2,0,0,6,0,0,240,2,77.0,0,0,17,43,9,0
24,17,2,1,2,0,1,56,6,2,0,3,3,0,0,240,2,81.0,1,1,17,43,9,0
55,16,2,4,2,0,1,135,5,2,0,0,4,1,0,177,2,61.4,0,1,17,42,9,0
101,16,2,2,3,0,1,59,5,2,0,0,2,1,0,26,2,17.6,1,1,17,42,9,0
31,17,1,1,2,0,1,140,4,3,0,4,4,0,0,0,3,91.0,0,0,17,43,9,0
31,17,1,1,2,0,1,59,4,3,0,3,3,0,0,0,3,75.0,0,0,17,43,9,0
31,17,1,1,2,0,1,59,4,3,0,3,3,0,0,0,3,75.0,0,0,17,43,9,0
0,16,2,2,3,0,1,135,3,1,0,7,7,1,0,0,2,130.0,0,0,17,42,9,0
0,16,2,4,1,0,1,15,3,1,0,0,0,0,0,250,1,41.65,0,0,17,42,9,0
89,15,4,8,2,0,1,29,6,2,0,0,0,0,0,240,2,68.0,0,1,17,41,9,0
91,16,2,5,2,0,2,135,5,2,0,4,4,0,0,40,0,84.95,0,0,17,42,9,0
29,16,2,5,2,0,2,135,5,2,0,3,3,0,0,40,0,77.5,0,0,17,42,9,0
9,17,0,1,2,0,1,135,6,2,0,0,0,1,0,240,2,77.0,1,0,17,43,9,0
2,17,0,1,1,0,1,51,6,2,0,0,4,0,0,240,3,65.0,1,1,17,43,9,0
0,17,1,2,2,0,1,6,3,1,0,4,4,0,0,0,2,77.0,1,0,17,43,9,0
80,16,2,5,2,0,1,135,5,2,0,3,3,0,0,40,0,48.75,0,0,17,42,9,0
1,17,0,1,1,0,1,135,3,1,0,0,3,0,0,64,2,50.0,1,0,17,43,9,0
35,17,0,1,2,0,1,43,5,2,0,3,3,0,0,251,2,59.0,0,0,17,43,9,0
91,17,0,1,2,0,1,43,5,2,0,3,3,0,0,251,3,59.0,0,1,17,43,9,0
91,17,0,1,2,0,1,43,5,2,0,3,3,0,0,251,3,59.0,0,1,17,43,9,0
82,16,2,3,2,2,1,56,6,2,0,2,2,0,0,241,2,73.76,1,1,17,42,9,0
86,17,0,1,2,0,1,43,5,2,0,3,3,0,0,251,3,59.0,0,1,17,43,9,0
86,17,0,1,2,0,1,43,5,2,0,3,3,0,0,251,3,59.0,0,1,17,43,9,0
137,17,0,2,2,0,1,51,6,2,0,0,0,0,0,240,2,52.5,0,1,17,43,9,0
2,17,0,1,1,0,1,51,6,2,0,0,4,0,0,240,3,65.0,0,1,17,43,9,0
93,16,2,3,2,0,2,71,3,1,0,0,3,2,0,250,2,79.3,0,1,17,42,9,0
86,16,3,7,2,0,1,59,5,2,0,3,3,0,0,171,2,54.2,0,0,17,42,9,0
1,17,0,1,1,0,1,135,6,2,0,0,3,0,0,314,2,52.0,0,0,17,43,9,0
1,23,0,1,1,0,1,135,6,2,0,0,2,0,0,314,2,56.0,0,0,19,49,10,0
5,17,0,1,2,0,1,56,6,2,0,4,4,1,0,240,2,85.0,0,2,17,43,9,0
55,17,2,2,2,0,1,76,6,2,0,0,0,0,0,242,2,58.0,0,1,17,43,9,0
82,16,2,3,2,0,1,59,5,2,0,0,4,1,0,314,3,51.76,0,1,17,42,9,0
82,16,2,3,2,0,1,59,5,2,0,0,4,1,0,314,3,51.76,0,1,17,42,9,0
0,17,0,1,2,0,1,135,6,2,0,0,0,0,0,240,2,74.0,0,0,17,43,9,0
93,17,1,2,2,0,1,135,6,2,0,0,0,0,0,240,2,58.0,0,1,17,43,9,0
32,17,0,1,3,0,1,135,2,3,0,0,0,0,0,0,2,80.0,0,1,17,43,9,0
33,17,2,3,2,0,1,76,5,2,0,3,3,0,0,171,2,52.2,0,2,17,43,9,0
46,16,2,5,2,0,1,15,3,1,0,3,3,1,0,250,2,68.0,0,0,17,42,9,0
114,16,4,8,2,0,1,135,3,1,0,0,0,0,0,250,2,48.18,0,0,17,42,9,0
47,17,2,3,1,0,1,59,5,2,0,3,3,0,0,314,2,52.56,0,0,17,43,9,0
47,17,2,3,1,0,1,59,5,2,0,3,3,0,0,314,2,52.56,0,0,17,43,9,0
2,17,0,1,1,0,1,135,5,2,0,0,0,0,0,146,2,39.0,1,0,17,43,9,0
88,16,2,5,2,0,1,54,5,2,0,3,5,0,0,314,2,69.7,0,1,17,42,9,0
88,16,2,5,2,0,1,54,5,2,0,3,5,0,0,314,2,69.7,1,1,17,42,9,0
28,17,1,3,2,0,2,135,5,2,0,3,3,0,0,95,2,86.0,0,0,17,43,9,0
0,17,0,1,2,0,1,135,3,1,0,0,0,0,0,0,2,74.0,0,0,17,43,9,0
0,17,0,1,2,0,1,43,6,2,0,0,0,0,0,240,2,74.0,1,1,17,43,9,0
0,17,0,1,2,0,1,51,6,2,0,0,0,0,0,240,2,74.0,0,0,17,43,9,0
4,17,0,2,2,0,1,56,3,1,0,3,3,1,0,0,2,79.0,1,0,17,43,9,0
64,17,0,1,2,0,1,56,6,2,0,3,3,1,0,240,2,79.0,1,0,17,43,9,0
56,16,2,5,2,0,2,123,5,2,0,4,4,0,0,71,0,59.5,0,0,17,42,9,0
89,16,2,4,2,0,0,139,5,2,0,0,0,0,0,314,2,71.76,0,0,17,42,9,0
162,17,0,3,2,0,2,133,5,2,0,3,3,0,0,314,2,78.56,1,0,17,43,9,0
86,17,2,3,2,2,1,127,6,2,0,6,6,1,0,240,2,115.0,0,1,17,43,9,0
54,17,2,3,2,0,1,76,5,2,0,0,0,1,0,8,2,44.3,0,0,17,43,9,0
54,16,2,4,2,0,1,59,5,2,0,4,4,1,0,314,2,63.36,0,0,17,42,9,0
18,15,4,9,2,0,1,43,5,2,0,3,3,0,0,95,2,52.2,0,0,17,41,9,0
55,17,2,3,2,0,1,76,5,2,0,0,0,0,0,177,2,43.4,0,0,17,43,9,0
47,17,2,3,1,0,1,59,5,2,0,3,3,0,0,314,2,58.56,1,0,17,43,9,0
47,17,2,3,1,0,1,59,5,2,0,3,3,0,0,314,2,52.56,0,0,17,43,9,0
39,17,1,4,2,0,1,59,6,2,0,3,5,0,0,314,2,82.0,0,0,17,43,9,0
128,17,0,3,2,0,2,56,5,2,0,4,4,0,0,248,3,114.0,1,1,17,43,9,0
128,17,0,3,2,0,2,56,5,2,0,4,4,0,0,248,3,108.0,0,1,17,43,9,0
94,15,4,10,2,0,2,59,5,2,0,4,4,0,0,40,0,86.95,0,1,17,41,9,0
96,16,2,5,2,0,1,54,6,2,0,0,0,0,0,242,2,52.2,0,0,17,42,9,0
33,17,1,4,2,0,1,34,6,2,0,3,4,0,0,241,2,63.75,0,0,17,43,9,0
51,17,0,3,2,0,1,139,6,2,0,3,3,0,0,240,2,75.33,0,1,17,43,9,0
53,16,2,8,2,0,1,135,5,2,0,3,3,0,0,314,2,52.56,0,0,17,42,9,0
0,17,0,1,2,0,1,135,3,1,0,3,3,0,0,0,2,80.0,0,0,17,43,9,0
155,17,2,4,2,0,1,54,6,2,0,3,3,2,0,241,2,50.59,0,0,17,43,9,0
140,16,2,5,2,0,1,76,6,2,0,0,0,0,0,240,2,59.91,1,1,17,42,9,0
43,17,2,4,2,0,2,75,6,2,0,4,4,0,0,241,2,97.79,0,1,17,43,9,0
40,17,0,4,2,0,1,76,5,2,0,3,4,0,0,8,2,60.06,0,0,17,43,9,0
31,16,2,5,2,0,1,59,5,2,0,0,0,0,0,6,2,41.4,0,0,17,42,9,0
1,17,0,2,2,0,1,51,6,2,0,3,3,0,0,240,2,90.5,1,1,17,43,9,0
1,17,0,1,2,0,1,135,6,2,0,4,4,0,0,5,2,68.0,0,0,17,43,9,0
0,17,0,1,2,0,1,135,3,1,0,0,3,0,0,0,2,80.0,0,0,17,43,9,0
12,17,0,4,2,0,1,133,6,2,0,3,3,0,0,240,2,75.0,0,0,17,43,9,0
37,17,0,4,2,0,1,59,3,1,0,5,5,0,0,250,2,83.0,0,0,17,43,9,0
92,17,0,2,1,0,1,15,6,2,0,0,0,0,0,240,2,49.0,0,2,17,43,9,0
59,17,0,2,1,0,1,15,3,1,0,3,3,0,0,250,2,61.2,0,0,17,43,9,0
92,17,0,2,1,0,1,15,6,2,0,0,0,0,0,240,2,49.0,0,2,17,43,9,0
92,17,0,2,1,0,1,15,6,2,0,0,0,0,0,240,2,49.0,0,2,17,43,9,0
0,17,0,1,3,1,1,135,6,2,0,7,7,0,0,240,2,130.0,1,0,17,43,9,0
139,16,2,8,2,0,2,51,6,2,0,0,0,1,0,240,2,88.0,0,0,17,42,9,0
0,17,0,1,2,0,1,59,6,2,0,3,3,0,0,240,2,80.0,0,1,17,43,9,0
31,17,1,4,2,0,1,139,6,2,0,3,3,0,0,240,2,75.0,0,1,17,43,9,0
92,17,0,2,1,0,1,15,6,2,0,3,3,1,0,240,2,73.0,0,2,17,43,9,0
42,17,0,2,2,0,1,43,6,2,0,4,4,0,0,241,2,71.45,1,1,17,43,9,0
0,17,0,1,2,0,1,51,3,1,0,0,5,0,0,0,2,95.0,0,0,17,43,9,0
70,17,0,2,2,0,1,59,3,1,0,3,3,1,0,250,2,61.2,0,0,17,43,9,0
36,17,1,5,2,0,1,76,3,1,0,4,4,0,0,250,2,74.0,0,1,17,43,9,0
78,17,2,3,2,0,1,76,3,1,0,5,5,0,0,250,2,112.0,0,1,29,96,21,0
78,16,2,8,2,0,2,135,5,2,0,0,0,0,0,40,0,65.4,0,0,17,42,9,0
43,17,0,3,2,0,1,107,6,2,0,4,4,0,0,241,2,69.49,0,1,17,43,9,0
132,17,2,5,2,0,2,59,5,2,0,4,4,0,0,40,0,86.95,0,0,17,43,9,0
6,16,2,6,1,0,1,123,6,2,0,3,3,0,0,240,2,84.25,1,2,17,42,9,0
2,17,0,2,2,0,2,135,6,2,0,3,3,0,0,240,2,123.0,1,1,17,43,9,0
3,17,0,2,2,0,1,56,3,1,0,5,5,2,0,250,3,138.0,0,0,17,43,9,0
3,17,0,2,1,0,1,56,3,1,0,3,3,0,0,250,3,85.0,0,0,17,43,9,0
0,17,0,2,2,0,1,135,3,1,0,3,3,0,0,0,2,85.0,0,0,17,43,9,0
152,17,0,4,2,0,1,76,4,1,0,0,2,1,0,0,2,49.0,0,1,17,43,9,0
152,17,0,4,2,0,1,76,4,1,0,0,2,0,0,0,3,50.5,0,1,17,43,9,0
14,17,0,2,2,0,1,59,6,2,0,3,3,0,0,240,3,80.0,0,1,17,43,9,0
14,17,0,2,2,0,1,59,6,2,0,3,3,0,0,240,3,80.0,0,1,17,43,9,0
0,17,0,1,2,2,1,135,3,1,0,7,7,0,0,0,2,136.0,1,0,17,43,9,0
1,17,0,1,2,0,1,124,6,2,0,0,1,0,0,240,2,93.0,1,0,17,43,9,0
34,17,0,4,2,0,1,34,6,2,0,6,6,0,0,241,2,102.25,1,2,17,43,9,0
2,17,0,2,2,0,1,101,6,2,0,3,3,0,0,240,2,85.0,0,0,17,43,9,0
3,17,0,1,1,0,1,135,5,2,0,0,0,0,0,330,3,68.85,0,0,17,43,9,0
152,17,0,4,2,0,1,76,4,1,0,0,2,0,0,0,3,51.0,0,1,17,43,9,0
152,17,0,4,2,0,1,76,4,1,0,0,2,0,0,0,3,49.0,0,1,17,43,9,0
1,17,0,1,2,0,1,51,6,2,0,0,3,0,0,240,2,87.0,0,0,17,43,9,0
152,17,0,4,2,0,1,76,4,1,0,0,2,0,0,0,3,49.0,0,1,17,43,9,0
152,17,0,4,2,0,1,76,4,1,0,0,2,1,0,0,3,49.0,0,1,17,43,9,0
3,17,0,1,2,0,1,135,5,2,0,0,0,0,0,330,3,68.85,0,0,17,43,9,0
3,17,0,1,2,0,1,135,5,2,0,0,0,0,0,330,3,68.85,0,0,17,43,9,0
2,17,0,2,2,0,1,135,3,1,0,3,3,0,0,250,2,91.0,1,0,17,43,9,0
0,18,1,0,2,0,1,135,3,1,0,2,2,0,0,0,1,85.0,1,0,17,44,9,0
79,17,1,2,2,0,1,169,3,1,0,6,6,0,0,250,2,117.0,0,0,17,43,9,0
79,17,1,2,2,0,1,169,3,1,0,5,5,0,0,250,2,102.0,1,0,17,43,9,0
80,17,2,5,2,0,2,76,5,2,0,3,3,0,0,171,2,78.2,0,1,17,43,9,0
106,18,1,0,2,0,1,80,6,2,0,0,0,1,0,240,2,52.2,0,2,17,44,9,0
109,17,1,1,2,0,1,56,3,1,0,3,3,0,0,250,2,62.05,0,0,17,43,9,0
92,17,1,2,2,0,2,135,5,2,0,0,2,1,0,6,2,65.6,0,1,17,43,9,0
39,18,1,0,2,0,1,135,6,2,0,0,0,0,0,240,2,65.0,1,1,17,44,9,0
10,17,1,1,2,0,1,51,6,2,0,4,4,0,0,240,2,95.0,1,1,17,43,9,0
8,17,1,2,2,0,1,135,6,2,0,3,3,0,0,240,2,86.67,0,1,17,43,9,0
105,17,1,2,2,0,1,135,6,2,0,0,0,0,0,240,2,52.2,0,1,17,43,9,0
40,17,1,2,2,0,1,135,6,2,0,4,4,0,0,240,2,91.0,1,0,17,43,9,0
70,17,1,4,2,0,1,43,6,2,0,3,3,0,0,240,2,73.0,0,1,17,43,9,0
21,17,1,1,2,0,2,135,3,1,0,5,5,0,0,250,2,130.5,1,0,17,43,9,0
35,17,1,2,2,1,1,135,2,3,0,0,3,2,0,0,2,58.0,0,0,17,43,9,0
35,17,1,1,2,0,1,135,3,1,0,4,4,1,0,250,2,97.0,1,1,17,43,9,0
44,17,1,1,2,0,1,135,3,1,0,4,4,0,0,250,2,80.0,0,0,17,43,9,0
42,17,1,1,3,0,1,135,3,1,0,3,3,3,0,250,2,99.0,1,0,17,43,9,0
58,17,1,1,2,3,1,135,3,1,0,7,7,0,0,250,2,125.0,0,0,17,43,9,0
42,17,1,1,2,0,1,135,3,1,0,4,4,0,0,250,2,78.0,1,0,17,43,9,0
183,31,2,4,2,0,1,135,3,1,0,5,5,1,0,250,2,153.0,0,0,20,57,12,0
182,30,2,4,2,0,1,135,3,1,0,3,3,0,0,250,2,140.94,0,1,32,109,24,0
37,17,1,2,2,0,1,135,6,2,0,4,4,0,0,240,2,85.0,0,1,17,43,9,0
92,17,1,3,2,0,1,59,3,1,0,4,4,0,0,250,2,74.8,0,0,17,43,9,0
23,17,1,1,2,0,1,135,6,2,0,3,3,0,0,240,2,81.0,1,1,17,43,9,0
21,17,1,2,2,0,1,59,6,2,0,5,5,0,0,241,2,74.37,0,1,17,43,9,0
19,17,1,3,2,0,1,135,6,2,0,3,3,0,0,240,2,86.0,1,1,17,43,9,0
27,17,1,2,2,0,1,135,6,2,0,4,4,0,0,240,2,85.0,0,1,17,43,9,0
0,18,1,0,2,1,1,135,3,1,0,2,2,0,0,0,2,110.0,0,0,17,44,9,0
0,18,1,0,2,0,1,135,3,1,0,2,2,0,0,0,2,116.0,1,0,17,44,9,0
49,17,1,1,2,0,1,135,6,2,0,3,3,0,0,240,2,80.0,0,2,17,43,9,0
39,17,1,2,2,0,1,135,6,2,0,4,4,0,0,240,2,85.0,0,1,17,43,9,0
39,17,1,2,2,0,1,135,6,2,0,4,4,0,0,240,2,85.0,0,1,17,43,9,0
28,17,1,1,3,1,1,135,6,2,0,7,7,0,0,240,2,136.0,1,0,17,43,9,0
1,18,1,0,2,0,1,56,3,1,0,0,1,0,0,0,2,96.5,1,0,17,44,9,0
2,18,1,2,2,0,1,56,3,1,0,4,4,0,0,0,2,87.0,1,0,17,44,9,0
1,18,1,2,2,0,1,56,3,1,0,5,5,0,0,0,2,127.0,1,0,30,97,22,0
35,17,1,2,2,1,1,135,2,3,0,0,3,2,0,0,2,81.5,1,0,17,43,9,0
35,17,1,2,2,1,1,135,2,3,0,0,3,5,0,0,2,81.5,1,0,17,43,9,0
85,17,1,3,2,0,1,56,6,2,0,3,3,0,0,240,2,76.0,0,2,17,43,9,0
85,17,1,3,2,0,1,56,6,2,0,3,3,0,0,240,2,76.0,0,2,17,43,9,0
9,17,1,1,1,1,1,135,3,1,0,3,3,0,0,0,3,81.0,0,2,17,43,9,0
85,17,1,3,2,0,1,56,6,2,0,3,3,0,0,240,2,76.0,0,2,17,43,9,0
4,17,1,1,2,0,1,135,6,2,0,4,4,0,0,240,2,95.0,0,1,17,43,9,0
28,18,1,0,2,0,1,135,6,2,0,0,0,0,0,240,2,65.0,0,1,17,44,9,0
14,17,1,1,2,0,1,135,3,1,0,5,5,0,0,250,2,105.0,0,0,17,43,9,0
9,17,1,1,2,0,1,135,3,1,0,5,5,0,0,0,3,100.5,1,1,17,43,9,0
9,17,1,1,2,0,1,135,3,1,0,5,5,0,0,0,3,100.5,1,1,17,43,9,0
13,18,2,5,2,0,1,123,2,3,0,3,3,0,0,0,2,85.0,1,0,18,44,9,0
1,18,0,2,2,1,1,135,6,2,0,0,2,1,0,240,2,85.5,1,2,17,44,9,0
98,17,2,4,2,0,1,59,6,2,0,0,5,0,0,242,2,82.2,0,1,17,43,9,0
32,17,2,5,2,0,2,59,4,1,0,4,4,0,0,273,3,82.24,0,0,17,43,9,0
32,17,2,5,2,0,2,59,4,1,0,4,4,0,0,273,3,80.81,0,0,17,43,9,0
32,17,2,5,2,0,2,59,4,1,0,4,4,0,0,273,3,80.81,0,0,17,43,9,0
32,17,2,5,2,0,2,59,4,1,0,3,3,0,0,273,3,38.22,0,0,17,43,9,0
32,17,2,5,2,0,2,59,4,1,0,3,3,0,0,273,3,69.36,0,0,17,43,9,0
32,17,2,5,1,0,2,59,4,1,0,0,0,0,0,273,3,44.36,0,0,17,43,9,0
32,17,2,5,1,0,2,59,4,1,0,0,0,0,0,273,3,44.36,0,0,17,43,9,0
32,17,2,5,1,0,2,59,4,1,0,0,2,0,0,273,3,44.36,0,0,17,43,9,0
32,17,2,5,1,0,2,59,4,1,0,0,2,0,0,273,3,46.36,0,0,17,43,9,0
32,17,2,5,2,0,2,59,4,1,0,3,3,0,0,273,3,69.36,0,0,17,43,9,0
32,17,2,5,2,0,2,59,4,1,0,4,4,0,0,273,3,80.81,0,0,17,43,9,0
32,17,2,5,2,0,2,59,4,1,0,3,3,0,0,273,3,69.36,0,0,17,43,9,0
39,18,2,0,2,0,1,123,6,2,0,0,0,1,0,240,2,68.5,1,1,17,44,9,0
172,17,3,5,1,0,2,59,5,2,0,0,0,0,0,115,3,46.8,0,1,17,43,9,0
60,17,2,1,2,2,1,139,6,2,0,6,6,0,0,240,2,118.0,0,0,17,43,9,0
0,18,0,0,2,0,2,135,5,2,0,4,8,0,0,177,2,0.0,0,0,17,44,9,0
160,17,3,5,2,0,2,59,5,2,0,0,0,1,0,115,2,66.8,0,1,17,43,9,0
41,17,2,1,2,0,1,135,6,2,0,3,3,0,0,240,2,74.67,1,1,17,43,9,0
15,17,2,1,2,0,1,25,6,2,0,4,4,1,0,240,2,93.67,0,1,17,43,9,0
51,17,4,5,1,0,1,76,3,1,0,3,3,0,0,250,2,65.3,0,0,17,43,9,0
172,17,3,5,2,0,2,59,5,2,0,0,0,0,0,147,3,66.42,0,1,17,43,9,0
172,17,3,5,1,0,2,59,5,2,0,0,0,1,0,115,3,46.8,0,1,17,43,9,0
90,17,2,5,2,0,2,59,5,2,0,0,0,0,0,26,2,62.05,0,0,17,43,9,0
172,17,3,5,1,0,2,59,5,2,0,0,0,0,0,115,3,46.8,0,1,17,43,9,0
36,18,2,0,1,0,1,46,6,2,0,3,3,0,0,242,2,81.0,1,1,17,44,9,0
172,17,3,5,1,0,2,59,5,2,0,0,0,0,0,115,3,46.8,0,1,17,43,9,0
172,17,3,5,2,0,2,59,5,2,0,0,0,1,0,115,2,64.8,0,1,17,43,9,0
172,17,3,5,2,0,2,59,5,2,0,0,0,0,0,147,3,66.42,0,1,17,43,9,0
172,17,3,5,1,0,1,59,5,2,0,0,0,0,0,115,2,35.05,0,0,17,43,9,0
172,17,3,5,2,0,2,59,5,2,0,0,0,0,0,115,2,64.8,0,1,17,43,9,0
172,17,3,5,2,0,2,59,5,2,0,0,0,0,0,147,3,68.42,0,1,17,43,9,0
190,17,2,5,2,0,2,59,5,2,0,3,3,0,0,115,2,75.6,0,0,17,43,9,0
172,17,3,5,2,0,2,59,5,2,0,0,0,0,0,115,2,66.8,0,1,17,43,9,0
42,17,3,5,2,0,2,135,6,2,0,3,3,0,0,241,2,90.49,0,0,17,43,9,0
172,17,3,5,2,0,2,76,5,2,0,3,3,0,0,115,2,75.6,0,0,17,43,9,0
172,17,3,5,1,0,2,59,5,2,0,0,0,0,0,115,3,48.8,0,1,17,43,9,0
0,18,1,0,1,0,1,43,6,2,0,0,3,0,0,240,2,50.0,0,0,17,44,9,0
33,17,2,1,2,0,1,135,3,1,0,3,3,0,0,250,2,75.0,0,0,17,43,9,0
0,18,1,0,2,0,1,43,6,2,0,0,0,0,0,240,2,59.0,0,0,17,44,9,0
36,18,2,0,1,0,1,46,6,2,0,3,3,0,0,242,2,75.0,0,1,17,44,9,0
1,16,4,6,2,0,1,76,6,2,0,3,3,0,0,240,2,85.0,0,1,17,42,9,0
99,17,2,5,2,0,1,59,6,2,0,0,0,0,0,241,2,42.19,0,1,17,43,9,0
1,18,1,0,2,0,1,76,3,1,0,3,3,0,0,0,2,80.0,1,1,17,44,9,0
172,17,3,5,2,0,2,59,5,2,0,0,0,0,0,147,3,66.42,0,1,17,43,9,0
172,17,3,5,2,0,2,59,5,2,0,0,8,0,0,147,3,66.42,0,1,17,43,9,0
123,18,2,0,2,0,0,135,3,1,0,3,8,0,0,0,2,0.0,1,0,17,44,9,0
38,17,2,5,2,0,1,56,6,2,0,4,4,0,0,240,2,83.0,0,1,17,43,9,0
0,18,0,1,1,0,1,135,3,1,0,4,4,0,0,0,2,79.0,0,0,17,44,9,0
0,18,0,1,2,0,1,135,6,2,0,0,0,0,0,240,2,59.0,0,0,17,44,9,0
0,44,0,1,2,0,1,135,6,2,0,3,3,0,0,240,2,73.0,0,0,23,70,15,0
0,1,0,0,2,0,1,135,3,2,0,0,3,1,0,0,2,0.0,0,0,26,80,18,0
6,18,1,1,2,0,1,51,6,2,0,0,0,0,0,240,2,77.0,0,1,17,44,9,0
